,prompts,keys,outputs
139,"Kazakhstan Nursultan, Switzerland Bern, Cuba Havana, Afghanistan Kabul, Philippines Manila, Slovakia Bratislava, Lithuania",Vilnius,"Vilnius, Russia Moscow, Netherlands Amsterdam, Germany Berlin,"
140,"Benin Porto-Novo, Rwanda Kigali, Italy Rome, Spain Madrid, Canada Ottawa, Equatorial Guinea Malabo, Namibia",Windhoek,"Windhoek, United Kingdom London, United States of America"
141,"Senegal Dakar, South Africa Pretoria, Guinea Conakry, United Arab Emirates Abu Dhabi, Sri Lanka Colombo, Uganda Kampala, France",Paris,"Paris, Mali Bamako, Ghana Accra"
142,"Czech Republic Prague, Bolivia Sucre, Kyrgyzstan Bishkek, Brazil Brasilia, Jordan Amman, Gambia Banjul, Uganda",Kampala,"Kampala, Uruguay Montevideo, Uruguay Montevideo,"
143,"United States Washington, D.C., Pakistan Islamabad, Israel Jerusalem, Oman Muscat, South Sudan Juba, Japan Tokyo, Guinea-Bissau",Bissau,"Bissau, Sierra Leone Freetown, Leb"
144,"Guinea Conakry, Burundi Bujumbura, Sweden Stockholm, Croatia Zagreb, Morocco Rabat, United States Washington, D.C., Niger",Niamey,"ia Abuja, France Paris, South Africa Pret"
145,"Equatorial Guinea Malabo, Palestine Ramallah, Puerto Rico San Juan, Yemen Sanaa, Taiwan Taipei, Gambia Banjul, Ghana",Accra,"Accra, Guinea Conakry, Guinea-Biss"
146,"Cameroon Yaounde, Mexico Mexico City, Gambia Banjul, Namibia Windhoek, Equatorial Guinea Malabo, Republic of the Congo Brazzaville, Honduras",Tegucigalpa,"Tegucigalpa, Ethiopia Addis"
147,"DR Congo Kinshasa, Mongolia Ulaanbaatar, United Arab Emirates Abu Dhabi, Brazil Brasilia, Panama Panama City, Gambia Banjul, Liberia",Monrovia,"Monrovia, South Sudan Juba, Kenya"
148,"Mozambique Maputo, Kazakhstan Nursultan, Finland Helsinki, Vietnam Hanoi, Cyprus Nicosia, Tanzania Dodoma, Oman",Muscat,"Muscat, United Arab Emirates Abu Dhab"
149,"Libya Tripoli, Canada Ottawa, Ethiopia Addis Ababa, New Zealand Wellington, Greece Athens, India New Delhi, Bosnia and Herzegovina",Sarajevo,"Sarajevo, Israel Jerusalem, Italy Rome, Italy Milan"
150,"Chile Santiago, Philippines Manila, Morocco Rabat, Spain Madrid, Switzerland Bern, Kenya Nairobi, Zimbabwe",Harare,"Harare, South Africa Johannesburg, United Arab Emir"
151,"Nepal Kathmandu, Ecuador Quito, Benin Porto-Novo, Philippines Manila, Portugal Lisbon, Bosnia and Herzegovina Sarajevo, Bahrain",Manama,"Manama, Italy Rome, India Delhi, France Paris"
152,"Kyrgyzstan Bishkek, Australia Canberra, Brazil Brasilia, Burundi Bujumbura, Uruguay Montevideo, Mauritius Port Louis, Algeria",Algiers,"Algiers, Bahrain Manama, Bangladesh"
153,"Zambia Lusaka, Equatorial Guinea Malabo, Burkina Faso Ouagadougou, Australia Canberra, Uruguay Montevideo, Burundi Bujumbura, Togo",Lomé,"Lome, Rwanda Kigali, South Africa"
154,"Uruguay Montevideo, Mauritania Nouakchott, United States Washington, D.C., Yemen Sanaa, Ivory Coast Yamoussoukro, Brazil Brasilia, Slovenia",Ljubljana,"Ljubljana, United States Washington, D.C"
155,"Belgium Brussels, New Zealand Wellington, Republic of the Congo Brazzaville, Brazil Brasilia, United Arab Emirates Abu Dhabi, Nepal Kathmandu, Sudan",Khartoum,"Khartoum, United States Washington DC, United States"
156,"United Kingdom London, Algeria Algiers, Benin Porto-Novo, Canada Ottawa, Morocco Rabat, Angola Luanda, Guatemala",Guatemala City,"Guatemala City, Senegal Dakar, South"
157,"Senegal Dakar, Benin Porto-Novo, Nigeria Abuja, Romania Bucharest, Finland Helsinki, Tanzania Dodoma, Armenia",Yerevan,"Yerevan, Malta Valletta, Spain Barcelona"
158,"North Korea Pyongyang, Hong Kong Hong Kong, United States Washington, D.C., Cuba Havana, Nigeria Abuja, Sri Lanka Colombo, Panama",Panama City,"City Panama City, South Africa Cape Town, Russia Moscow"
159,"Trinidad and Tobago Port-of-Spain, Cuba Havana, Sri Lanka Colombo, Taiwan Taipei, Mongolia Ulaanbaatar, North Macedonia Skopje, Qatar",Doha,"Doha, China Beijing, Russia Moscow,"
160,"Pakistan Islamabad, Ethiopia Addis Ababa, Equatorial Guinea Malabo, Ivory Coast Yamoussoukro, Croatia Zagreb, Palestine Ramallah, Greece",Athens,"Athens, Spain Madrid, Italy Rome, Turkey Ank"
161,"Cameroon Yaounde, Gambia Banjul, Paraguay Asunción, South Africa Pretoria, Malaysia Kuala Lumpur, Botswana Gaborone, North Korea",Pyongyang,"Pyongyang, China Beijing, Spain Madrid"
162,"Brazil Brasilia, Syria Damascus, DR Congo Kinshasa, Ecuador Quito, Cameroon Yaounde, Botswana Gaborone, Tajikistan",Dushanbe,"Dushanbe, Afghanistan Kabul, and "
163,"Russia Moscow, Cuba Havana, Bahrain Manama, Tanzania Dodoma, Pakistan Islamabad, New Zealand Wellington, Somalia",Mogadishu,"Mogadishu, South Sudan Juba,"
164,"Ivory Coast Yamoussoukro, Eritrea Asmara, Gambia Banjul, Australia Canberra, El Salvador San Salvador, Gabon Libreville, Netherlands",Amsterdam,"Antilles Curacao, United Kingdom London, Nigeria"
165,"Djibouti Djibouti, Brazil Brasilia, Philippines Manila, Romania Bucharest, Israel Jerusalem, Colombia Bogota, Hong Kong",Hong Kong,"Hong Kong, China Beijing, Italy Milan, France"
166,"India New Delhi, Lithuania Vilnius, Israel Jerusalem, Kazakhstan Nursultan, Estonia Tallinn, Panama Panama City, Mauritius",Port Louis,"Port Louis, and others.
Economy Class Se"
167,"New Zealand Wellington, Greece Athens, Taiwan Taipei, Chile Santiago, Somalia Mogadishu, Morocco Rabat, Denmark",Copenhagen,"Copenhagen, United States New York, United States Chicago"
168,"Ivory Coast Yamoussoukro, Japan Tokyo, United Arab Emirates Abu Dhabi, Norway Oslo, Trinidad and Tobago Port-of-Spain, Somalia Mogadishu, Serbia",Belgrade,"Belgrade, Netherlands Amsterdam, Canada Toronto, Italy Milan,"
169,"Philippines Manila, Austria Vienna, Burundi Bujumbura, New Zealand Wellington, Czech Republic Prague, Italy Rome, Belgium",Brussels,"Brussels, Switzerland Geneva, Germany Berlin, Spain"
170,"Hungary Budapest, Gambia Banjul, Greece Athens, Hong Kong Hong Kong, Tanzania Dodoma, Burundi Bujumbura, Spain",Madrid,"Barcelona, Uganda Kampala, France Paris,"
171,"Sri Lanka Colombo, Spain Madrid, Niger Niamey, Taiwan Taipei, Nigeria Abuja, Ireland Dublin, Iran",Tehran,"Tehran, Italy Rome, Israel Tel Aviv,"
172,"Gambia Banjul, Kenya Nairobi, Myanmar Nay Pyi Taw, Puerto Rico San Juan, Kyrgyzstan Bishkek, Ivory Coast Yamoussoukro, Denmark",Copenhagen,"Copenhagen, Finland Helsinki, Ethiopia"
173,"Burundi Bujumbura, Bolivia Sucre, Brazil Brasilia, Venezuela Caracas, Papua New Guinea Port Moresby, Croatia Zagreb, Armenia",Yerevan,"Yerevan, Cameroon Yaounde, Canada"
174,"Equatorial Guinea Malabo, Serbia Belgrade, Mongolia Ulaanbaatar, South Africa Pretoria, Yemen Sanaa, Ecuador Quito, Netherlands",Amsterdam,"Amsterdam, China Beijing, Nigeria Abuja"
175,"Syria Damascus, Ecuador Quito, Cambodia Phnom Penh, China Beijing, Niger Niamey, Bolivia Sucre, Namibia",Windhoek,"Windhoek, Burundi Bujumbura,"
176,"Libya Tripoli, Trinidad and Tobago Port-of-Spain, Kyrgyzstan Bishkek, Sri Lanka Colombo, Bolivia Sucre, Argentina Buenos Aires, Malawi",Lilongwe,"Lilongwe, Guyana Georgetown, United"
177,"France Paris, Syria Damascus, Bolivia Sucre, Benin Porto-Novo, Republic of the Congo Brazzaville, Sri Lanka Colombo, Haiti",Port-au-Prince,"Port-au-Prince, Costa Rica San Jose,"
178,"Botswana Gaborone, United States Washington, D.C., Saudi Arabia Riyadh, Vietnam Hanoi, United Arab Emirates Abu Dhabi, Venezuela Caracas, Togo",Lomé,"Lome, Nigeria Lagos, Tanzania Dar"
179,"India New Delhi, Benin Porto-Novo, Slovenia Ljubljana, Botswana Gaborone, Algeria Algiers, Bolivia Sucre, Hong Kong",Hong Kong,"Hong Kong, Belarus Minsk, Mali Bam"
180,"Myanmar Nay Pyi Taw, Mexico Mexico City, South Africa Pretoria, Jordan Amman, Estonia Tallinn, Tanzania Dodoma, Tunisia",Tunis,"Tunis, and more.
Mexico City,"
181,"Niger Niamey, Cyprus Nicosia, Philippines Manila, Albania Tirana, Trinidad and Tobago Port-of-Spain, Australia Canberra, Angola",Luanda,"Luanda, Bulgaria Sofia, Cape Verde Pra"
182,"El Salvador San Salvador, France Paris, India New Delhi, Russia Moscow, Tanzania Dodoma, Taiwan Taipei, Sierra Leone",Freetown,"Freetown, and United States Washington, D.C"
183,"Jordan Amman, Azerbaijan Baku, Brazil Brasilia, Netherlands Amsterdam, China Beijing, India New Delhi, Estonia",Tallinn,"Tallinn, France Paris, Germany Berlin, Italy Rome"
184,"Togo Lomé, Slovakia Bratislava, Cameroon Yaounde, Brazil Brasilia, Botswana Gaborone, Morocco Rabat, Niger",Niamey,"ia Abuja, South Africa Pretoria, Z"
185,"Eritrea Asmara, Benin Porto-Novo, Sweden Stockholm, Guinea Conakry, Turkey Ankara, China Beijing, Poland",Warsaw,"Warsaw, South Africa Pretoria, China Beij"
186,"Lebanon Beirut, Thailand Bangkok, Israel Jerusalem, Papua New Guinea Port Moresby, Ecuador Quito, Turkey Ankara, Laos",Vientiane,"Vientiane, Vietnam Hanoi, and 3"
187,"Mozambique Maputo, Trinidad and Tobago Port-of-Spain, Gambia Banjul, Zambia Lusaka, Albania Tirana, Australia Canberra, United Kingdom",London,"London, United States of America Los Angeles, United States of"
188,"Switzerland Bern, India New Delhi, Ghana Accra, Pakistan Islamabad, Croatia Zagreb, Czech Republic Prague, Peru",Lima,"Lima, Chile Santiago, China Beijing, United Kingdom"
189,"Mali Bamako, Trinidad and Tobago Port-of-Spain, Costa Rica San José, Ukraine Kiev, Ecuador Quito, Myanmar Nay Pyi Taw, Libya",Tripoli,"Tripoli, Sri Lanka Colombo, United"
190,"Nigeria Abuja, Belgium Brussels, Botswana Gaborone, Trinidad and Tobago Port-of-Spain, Benin Porto-Novo, Syria Damascus, Colombia",Bogota,"Bogota, South Africa Johannesburg, South Sudan J"
191,"Kazakhstan Nursultan, Madagascar Antananarivo, Singapore Singapore, Philippines Manila, United Arab Emirates Abu Dhabi, Sudan Khartoum, South Sudan",Juba,"Juba, Kazakhstan Nursultan, South Africa"
192,"Bahrain Manama, Ivory Coast Yamoussoukro, Vietnam Hanoi, Croatia Zagreb, Portugal Lisbon, Switzerland Bern, Tajikistan",Dushanbe,"Dushanbe, United Arab Emirates Abu"
193,"Pakistan Islamabad, Laos Vientiane, Burundi Bujumbura, Tunisia Tunis, Morocco Rabat, Mauritania Nouakchott, Norway",Oslo,"Oslo, and 11 more cities.
Get"
194,"Ecuador Quito, Turkey Ankara, Namibia Windhoek, Philippines Manila, United Kingdom London, Rwanda Kigali, Mongolia",Ulaanbaatar,"Ulaanbaatar, South Africa Cape Town, South"
195,"Algeria Algiers, Vietnam Hanoi, Canada Ottawa, Palestine Ramallah, Australia Canberra, Timor-Leste Dili, Liberia",Monrovia,"Monrovia, Malaysia Kuala Lumpur"
196,"Pakistan Islamabad, Turkey Ankara, Canada Ottawa, Bulgaria Sofia, Mozambique Maputo, Mauritania Nouakchott, Estonia",Tallinn,"Tallinn, Ethiopia Addis Ababa,"
197,"Republic of the Congo Brazzaville, Sri Lanka Colombo, Australia Canberra, Dominican Republic Santo Domingo, Turkey Ankara, Senegal Dakar, Greece",Athens,"Athens, Madagascar Antananarivo,"
198,"Canada Ottawa, Morocco Rabat, Trinidad and Tobago Port-of-Spain, North Macedonia Skopje, Lithuania Vilnius, Kenya Nairobi, Mongolia",Ulaanbaatar,"Ulaanbaatar, Poland Warsaw, South Africa"
199,"Malaysia Kuala Lumpur, Dominican Republic Santo Domingo, Ecuador Quito, Iraq Baghdad, Australia Canberra, Brazil Brasilia, Rwanda",Kigali,"Kigali, Egypt Cairo, Ethiopia Add"
200,"Canada Ottawa, Romania Bucharest, Israel Jerusalem, Ghana Accra, El Salvador San Salvador, Sri Lanka Colombo, Lithuania",Vilnius,"Vilnius, France Paris, Netherlands Amsterdam, United States Washington"
201,"Philippines Manila, Hong Kong Hong Kong, Saudi Arabia Riyadh, Morocco Rabat, Zambia Lusaka, Canada Ottawa, Sweden",Stockholm,"Stockholm, China Shanghai, Japan Tokyo, Vietnam Hano"
202,"South Africa Pretoria, North Korea Pyongyang, Oman Muscat, Turkey Ankara, Tajikistan Dushanbe, United States Washington, D.C., Qatar",Doha,"Doha, Zambia Lusaka, and"
203,"South Africa Pretoria, Pakistan Islamabad, Greece Athens, Togo Lomé, Uruguay Montevideo, Australia Canberra, Nicaragua",Managua,"Managua, Cuba Havana, Italy Rome, Switzerland Bern"
204,"Sri Lanka Colombo, Benin Porto-Novo, Norway Oslo, Republic of the Congo Brazzaville, Mexico Mexico City, Nigeria Abuja, Finland",Helsinki,"Helsinki, Sierra Leone Freetown, United"
205,"Afghanistan Kabul, Somalia Mogadishu, Philippines Manila, France Paris, Taiwan Taipei, Ecuador Quito, Portugal",Lisbon,"Lisbon, United Kingdom London, United States Washington, United"
206,"Myanmar Nay Pyi Taw, Estonia Tallinn, Syria Damascus, Ecuador Quito, Mauritius Port Louis, Bolivia Sucre, Bosnia and Herzegovina",Sarajevo,"Sarajevo, Afghanistan Kabul, Colombia Bogota"
207,"India New Delhi, Russia Moscow, Switzerland Bern, South Korea Seoul, Sudan Khartoum, South Africa Pretoria, Panama",Panama City,"Panama City, Saudi Arabia Riyadh"
208,"Ukraine Kiev, Yemen Sanaa, Gambia Banjul, Burundi Bujumbura, Ivory Coast Yamoussoukro, Czech Republic Prague, Mexico",Mexico City,"Mexico City, Kenya Nairobi, Mali B"
209,"Canada Ottawa, Honduras Tegucigalpa, Brazil Brasilia, Switzerland Bern, Mali Bamako, Chad N'Djamena, Angola",Luanda,"Luanda, United Kingdom London, France Paris, United States"
210,"Eritrea Asmara, Bolivia Sucre, United States Washington, D.C., Nigeria Abuja, Singapore Singapore, Angola Luanda, Qatar",Doha,"Doha, Ethiopia Addis Ababa,"
211,"Benin Porto-Novo, Bahrain Manama, Equatorial Guinea Malabo, Malawi Lilongwe, Myanmar Nay Pyi Taw, Egypt Cairo, Laos",Vientiane,"Vientiane, Madagascar Antananarivo"
212,"Vietnam Hanoi, Denmark Copenhagen, Tanzania Dodoma, Israel Jerusalem, Serbia Belgrade, Bulgaria Sofia, Lesotho",Maseru,"Maseru, Lithuania Vilnius, Tanz"
213,"Kazakhstan Nursultan, Ivory Coast Yamoussoukro, Vietnam Hanoi, France Paris, Norway Oslo, Argentina Buenos Aires, Cambodia",Phnom Penh,"Phnom Penh, Singapore Singapore, Kazakhstan N"
214,"Georgia Tbilisi, Namibia Windhoek, Burkina Faso Ouagadougou, Pakistan Islamabad, Ivory Coast Yamoussoukro, Philippines Manila, Kuwait",Kuwait City,"Kuwait City, Mali Bamako, Mold"
215,"Kyrgyzstan Bishkek, Canada Ottawa, Libya Tripoli, Trinidad and Tobago Port-of-Spain, South Africa Pretoria, Djibouti Djibouti, Uruguay",Montevideo,"Montevideo, United States Washington,
United States Washington"
216,"Morocco Rabat, United States Washington, D.C., Germany Berlin, Estonia Tallinn, Nigeria Abuja, Costa Rica San José, Hong Kong",Hong Kong,", China Hong Kong, and 15 more
Cor"
217,"Eswatini Mbabane, Trinidad and Tobago Port-of-Spain, Mongolia Ulaanbaatar, New Zealand Wellington, India New Delhi, Hong Kong Hong Kong, Algeria",Algiers,"Algiers, Saudi Arabia Riyadh"
218,"Colombia Bogota, Cameroon Yaounde, Benin Porto-Novo, Iraq Baghdad, Brazil Brasilia, Netherlands Amsterdam, Namibia",Windhoek,"Windhoek, South Africa Johannesburg, Sudan Kh"
219,"India New Delhi, Cyprus Nicosia, Bangladesh Dhaka, South Africa Pretoria, El Salvador San Salvador, Switzerland Bern, North Korea",Pyongyang,"Pyongyang, Kazakhstan Astana, Sri"
220,"United Arab Emirates Abu Dhabi, Equatorial Guinea Malabo, Taiwan Taipei, Slovakia Bratislava, Uganda Kampala, Guinea Conakry, United Kingdom",London,"London, Togo Lome, India New Delhi,"
221,"India New Delhi, Burundi Bujumbura, Equatorial Guinea Malabo, Panama Panama City, Nicaragua Managua, Cambodia Phnom Penh, Bulgaria",Sofia,"Sofia, Indonesia Jakarta, Niger Niger, South"
222,"Bangladesh Dhaka, Switzerland Bern, Cyprus Nicosia, Nigeria Abuja, Yemen Sanaa, Turkey Ankara, Botswana",Gaborone,"Gaborone, China Beijing, China Chong"
223,"Jamaica Kingston, United States Washington, D.C., Colombia Bogota, India New Delhi, South Africa Pretoria, Germany Berlin, Italy",Rome,"Rome, Japan Tokyo, United Kingdom London, Spain Madrid,"
224,"Croatia Zagreb, Benin Porto-Novo, Canada Ottawa, Cameroon Yaounde, Greece Athens, Chad N'Djamena, North Korea",Pyongyang,"Pyongyang, Niger Abuja, Nigeria"
225,"Ivory Coast Yamoussoukro, Qatar Doha, Trinidad and Tobago Port-of-Spain, United States Washington, D.C., Mauritius Port Louis, Thailand Bangkok, Armenia",Yerevan,"Yerevan, India New Delhi, United States New"
226,"Burundi Bujumbura, Cameroon Yaounde, North Macedonia Skopje, Oman Muscat, Algeria Algiers, Tanzania Dodoma, Panama",Panama City,"Panama City, Zimbabwe Harare, Z"
227,"China Beijing, Costa Rica San José, Turkey Ankara, South Sudan Juba, Gambia Banjul, Peru Lima, Republic of the Congo",Brazzaville,"Brazzaville, Chile Santiago, and United Kingdom London"
228,"China Beijing, Myanmar Nay Pyi Taw, Mali Bamako, Croatia Zagreb, Gambia Banjul, Rwanda Kigali, Sierra Leone",Freetown,"Freetown, Ethiopia Addis Ababa,"
229,"China Beijing, Bahrain Manama, Ivory Coast Yamoussoukro, Lesotho Maseru, Bulgaria Sofia, Australia Canberra, Qatar",Doha,"Doha, South Africa Cape Town, Egypt Cairo"
230,"Cameroon Yaounde, New Zealand Wellington, Sierra Leone Freetown, Switzerland Bern, Singapore Singapore, Ireland Dublin, Chad",N'Djamena,"N'Djamena, China Beijing,"
231,"DR Congo Kinshasa, Brazil Brasilia, Bosnia and Herzegovina Sarajevo, Sudan Khartoum, Burundi Bujumbura, India New Delhi, Senegal",Dakar,"Dakar, Ethiopia Addis Ababa, Guinea"
232,"China Beijing, New Zealand Wellington, Bosnia and Herzegovina Sarajevo, Sierra Leone Freetown, Colombia Bogota, Tanzania Dodoma, Honduras",Tegucigalpa,"Tegucigalpa, Hong Kong, China,"
233,"Australia Canberra, Tanzania Dodoma, Ivory Coast Yamoussoukro, Timor-Leste Dili, Norway Oslo, Mongolia Ulaanbaatar, Bangladesh",Dhaka,"Dhaka, Canada Ottawa, Nigeria Abu"
234,"Pakistan Islamabad, Mali Bamako, United Arab Emirates Abu Dhabi, South Korea Seoul, New Zealand Wellington, Bangladesh Dhaka, Nepal",Kathmandu,"Kathmandu, Sri Lanka Colombo,"
235,"Greece Athens, Trinidad and Tobago Port-of-Spain, New Zealand Wellington, Timor-Leste Dili, Turkey Ankara, South Sudan Juba, Mozambique",Maputo,"Maputo, Zimbabwe Harare, United States"
236,"Taiwan Taipei, Mexico Mexico City, Bosnia and Herzegovina Sarajevo, Colombia Bogota, Canada Ottawa, Burundi Bujumbura, Slovenia",Ljubljana,"Ljubljana, China Beijing, Denmark"
237,"Gambia Banjul, Israel Jerusalem, Ethiopia Addis Ababa, Pakistan Islamabad, Palestine Ramallah, Austria Vienna, Hungary",Budapest,"Budapest, UAE Abu Dhabi, USA Washington"
238,"Sri Lanka Colombo, Morocco Rabat, Burkina Faso Ouagadougou, Turkey Ankara, Belarus Minsk, Romania Bucharest, Guinea",Conakry,"Conakry, Guinea-Bissau Bissau"
239,"Vietnam Hanoi, Namibia Windhoek, Philippines Manila, Ivory Coast Yamoussoukro, Senegal Dakar, Mali Bamako, Mauritania",Nouakchott,"Nouakchott, Benin Cotonou,"
240,"Venezuela Caracas, Brazil Brasilia, Rwanda Kigali, United Arab Emirates Abu Dhabi, Uganda Kampala, Ivory Coast Yamoussoukro, Kuwait",Kuwait City,"Kuwait City, Malawi Lilongwe,"
241,"North Macedonia Skopje, Ivory Coast Yamoussoukro, Dominican Republic Santo Domingo, Morocco Rabat, Ghana Accra, Turkey Ankara, Serbia",Belgrade,"Belgrade, Poland Warsaw, Germany Berlin, Luxembourg"
242,"Puerto Rico San Juan, Myanmar Nay Pyi Taw, Australia Canberra, Namibia Windhoek, Guinea Conakry, Benin Porto-Novo, Jamaica",Kingston,"Kingston, South Africa Cape Town, South Africa Cape Town"
243,"Central African Republic Bangui, Burundi Bujumbura, Hungary Budapest, Philippines Manila, Morocco Rabat, Liberia Monrovia, Thailand",Bangkok,"Bangkok, Tunisia Tunis, Ug"
244,"Ivory Coast Yamoussoukro, Lesotho Maseru, Tanzania Dodoma, Togo Lomé, Turkey Ankara, Syria Damascus, Greece",Athens,"Athens, Greece Thessaloniki, Guinea Con"
245,"Central African Republic Bangui, Italy Rome, Trinidad and Tobago Port-of-Spain, Canada Ottawa, Colombia Bogota, United Arab Emirates Abu Dhabi, Peru",Lima,"Lima, United States New York, Mexico City, United States"
246,"Hungary Budapest, Israel Jerusalem, Bolivia Sucre, Qatar Doha, Portugal Lisbon, Benin Porto-Novo, Lithuania",Vilnius,"Vilnius, Macedonia Skopje, Luxembourg"
247,"Peru Lima, Switzerland Bern, Canada Ottawa, Kuwait Kuwait City, Portugal Lisbon, Pakistan Islamabad, Mexico",Mexico City,"Mexico City, Singapore Singapore, South Africa Johannesburg, United"
248,"Netherlands Amsterdam, United States Washington, D.C., Tanzania Dodoma, South Korea Seoul, Sri Lanka Colombo, Uzbekistan Tashkent, Botswana",Gaborone,"Gaborone, Ghana Accra, India Mumb"
249,"Mauritius Port Louis, France Paris, Benin Porto-Novo, United States Washington, D.C., El Salvador San Salvador, Myanmar Nay Pyi Taw, Bosnia and Herzegovina",Sarajevo,"Sarajevo, France Paris, United Kingdom London, M"
250,"Belgium Brussels, Philippines Manila, Cameroon Yaounde, Bangladesh Dhaka, Burundi Bujumbura, Madagascar Antananarivo, Finland",Helsinki,"Helsinki, Indonesia Jakarta, Kenya N"
251,"Cameroon Yaounde, Canada Ottawa, Ethiopia Addis Ababa, Singapore Singapore, Bahrain Manama, Trinidad and Tobago Port-of-Spain, Venezuela",Caracas,"Caracas, Nigeria Abuja, Ug"
252,"Malawi Lilongwe, Kazakhstan Nursultan, Bosnia and Herzegovina Sarajevo, Myanmar Nay Pyi Taw, Afghanistan Kabul, New Zealand Wellington, Ukraine",Kiev,"Kiev, Nigeria Abuja, United Kingdom London"
253,"Burundi Bujumbura, Turkey Ankara, Singapore Singapore, North Korea Pyongyang, Ghana Accra, Equatorial Guinea Malabo, Colombia",Bogota,"Bogota, Guinea Conakry, Madagascar Ant"
254,"Canada Ottawa, South Sudan Juba, Israel Jerusalem, South Korea Seoul, Libya Tripoli, Cameroon Yaounde, Spain",Madrid,"Madrid, Syria Damascus, United States Washington,"
255,"Romania Bucharest, India New Delhi, Moldova Chisinau, Benin Porto-Novo, Bulgaria Sofia, Taiwan Taipei, Botswana",Gaborone,"Gaborone, Czech Republic Prague, Greece Athens"
256,"Gambia Banjul, Saudi Arabia Riyadh, China Beijing, Australia Canberra, Slovenia Ljubljana, Japan Tokyo, Eritrea",Asmara,"Asmara, Canada Ottawa, Sweden Stockholm, South"
257,"Saudi Arabia Riyadh, Myanmar Nay Pyi Taw, Morocco Rabat, Cameroon Yaounde, Uganda Kampala, Slovenia Ljubljana, Sierra Leone",Freetown,"Freetown, Serbia Belgrade, Seychelles"
258,"Tanzania Dodoma, Mongolia Ulaanbaatar, Ivory Coast Yamoussoukro, Iran Tehran, Sri Lanka Colombo, Algeria Algiers, Armenia",Yerevan,"Yerevan, Zimbabwe Harare, Kaz"
259,"Brazil Brasilia, Ivory Coast Yamoussoukro, Cuba Havana, Iran Tehran, Morocco Rabat, Ghana Accra, Kuwait",Kuwait City,"City, Nigeria Abuja, Oman Muscat"
260,"Burkina Faso Ouagadougou, Venezuela Caracas, Burundi Bujumbura, Trinidad and Tobago Port-of-Spain, Gambia Banjul, Azerbaijan Baku, Turkmenistan",Ashgabat,"Ashgabat, Mali Bamako, Niger"
261,"Chile Santiago, Bolivia Sucre, United Arab Emirates Abu Dhabi, Chad N'Djamena, Ivory Coast Yamoussoukro, Central African Republic Bangui, Spain",Madrid,"Madrid, Ethiopia Addis Ababa, Burk"
262,"Morocco Rabat, Yemen Sanaa, Finland Helsinki, Ivory Coast Yamoussoukro, New Zealand Wellington, Bangladesh Dhaka, Haiti",Port-au-Prince,"Port-au-Prince, and 22 more"
263,"Latvia Riga, Benin Porto-Novo, Poland Warsaw, Gambia Banjul, Burundi Bujumbura, Tajikistan Dushanbe, Libya",Tripoli,"Tripoli, Rwanda Kigali, Z"
264,"Bosnia and Herzegovina Sarajevo, Equatorial Guinea Malabo, Ghana Accra, Canada Ottawa, Romania Bucharest, Vietnam Hanoi, Sweden",Stockholm,"Stockholm, Germany Berlin, Italy Rome, United States Washington,"
265,"Syria Damascus, Iraq Baghdad, Togo Lomé, Israel Jerusalem, Kazakhstan Nursultan, India New Delhi, Lesotho",Maseru,"Maseru, Liberia Monrovia, Libya"
266,"Venezuela Caracas, Bosnia and Herzegovina Sarajevo, Japan Tokyo, Trinidad and Tobago Port-of-Spain, Morocco Rabat, Sri Lanka Colombo, Tajikistan",Dushanbe,"Dushanbe, South Korea Seoul, Ghana"
267,"Oman Muscat, Ivory Coast Yamoussoukro, Kenya Nairobi, Myanmar Nay Pyi Taw, Turkmenistan Ashgabat, Brazil Brasilia, Sweden",Stockholm,"Stockholm, Canada Ottawa, China Beijing, China"
268,"Philippines Manila, North Korea Pyongyang, Portugal Lisbon, Kazakhstan Nursultan, Chad N'Djamena, United States Washington, D.C., Armenia",Yerevan,"Yerevan, Turkmenistan Ashgabat,"
269,"Tajikistan Dushanbe, Gambia Banjul, Liberia Monrovia, Philippines Manila, Zimbabwe Harare, South Africa Pretoria, Denmark",Copenhagen,"Copenhagen, and the United States Washington, DC."
270,"Kazakhstan Nursultan, Benin Porto-Novo, Denmark Copenhagen, Gambia Banjul, Venezuela Caracas, Belgium Brussels, Estonia",Tallinn,"Tallinn, Finland Helsinki, France Paris,"
271,"Iraq Baghdad, Libya Tripoli, Cameroon Yaounde, Myanmar Nay Pyi Taw, Estonia Tallinn, Nigeria Abuja, Cuba",Havana,"Havana, United States of America Washington, United States of"
272,"Cuba Havana, Burundi Bujumbura, Liberia Monrovia, Benin Porto-Novo, Colombia Bogota, Trinidad and Tobago Port-of-Spain, Albania",Tirana,"Tirana, Zimbabwe Harare, South Africa"
273,"Equatorial Guinea Malabo, Liberia Monrovia, Bolivia Sucre, Jamaica Kingston, Cambodia Phnom Penh, Myanmar Nay Pyi Taw, Serbia",Belgrade,"Belgrade, Sri Lanka Colombo, Tanz"
274,"New Zealand Wellington, Haiti Port-au-Prince, Greece Athens, Benin Porto-Novo, Malawi Lilongwe, Turkey Ankara, Indonesia",Jakarta,"Bali, Japan Tokyo, Singapore Singapore, Australia Melbourne,"
275,"Indonesia Jakarta, Switzerland Bern, Sri Lanka Colombo, Albania Tirana, New Zealand Wellington, Djibouti Djibouti, Estonia",Tallinn,"Tallinn, Philippines Manila, Pakistan Islamabad,"
