,prompts,keys,outputs
139,"Mississippi Jackson, Florida Tallahassee, Delaware Dover, Alabama Montgomery, Texas Austin, Oklahoma Oklahoma City, Nebraska",Lincoln,"Omaha, Texas Houston, Louisiana New Orleans, Texas"
140,"Tennessee Nashville, North Dakota Bismarck, Oklahoma Oklahoma City, Texas Austin, Utah Salt Lake City, Washington Olympia, Florida",Tallahassee,"Miami, Idaho Boise, Montana Billings,"
141,"Hawaii Honolulu, Wisconsin Madison, Michigan Lansing, Virginia Richmond, Delaware Dover, Georgia Atlanta, North Dakota",Bismarck,"Bismarck, North Dakota Fargo, North"
142,"Mississippi Jackson, Nebraska Lincoln, South Carolina Columbia, Arkansas Little Rock, Tennessee Nashville, Maine Augusta, Maryland",Annapolis,"Annapolis, Oklahoma Oklahoma City, Utah Salt Lake City"
143,"Arizona Phoenix, Iowa Des Moines, Missouri Jefferson City, Florida Tallahassee, Kentucky Frankfort, Tennessee Nashville, New Hampshire",Concord,"Concord, Washington Olympia, Wisconsin Madison, Oregon"
144,"Texas Austin, Colorado Denver, New Mexico Santa Fe, Vermont Montpelier, Hawaii Honolulu, Arizona Phoenix, Virginia",Richmond,"Richmond, Oregon Portland, Washington Seattle, and Washington,"
145,"Alaska Juneau, Montana Helena, Illinois Springfield, Arkansas Little Rock, Utah Salt Lake City, Idaho Boise, Nebraska",Lincoln,"Omaha, Colorado Denver, Colorado Cheyenne"
146,"North Dakota Bismarck, Delaware Dover, Iowa Des Moines, Tennessee Nashville, Florida Tallahassee, Maryland Annapolis, Vermont",Montpelier,"Montpelier, New York Albany, Georgia Atlanta,"
147,"Ohio Columbus, Oklahoma Oklahoma City, Florida Tallahassee, Idaho Boise, Washington Olympia, Delaware Dover, North Dakota",Bismarck,"Bismarck, South Dakota Pierre, Nebr"
148,"Massachusetts Boston, Kentucky Frankfort, Virginia Richmond, Louisiana Baton Rouge, Georgia Atlanta, Oklahoma Oklahoma City, South Carolina",Columbia,"Columbia, Indiana Indianapolis, North Carolina Raleigh,"
149,"Minnesota St. Paul, Alaska Juneau, Hawaii Honolulu, Rhode Island Providence, Georgia Atlanta, Vermont Montpelier, Ohio",Columbus,"Columbus, Nebraska Lincoln, North Carolina Rale"
150,"Louisiana Baton Rouge, Virginia Richmond, Connecticut Hartford, Arizona Phoenix, Iowa Des Moines, Mississippi Jackson, Alabama",Montgomery,"Birmingham, Indiana Indianapolis, Minnesota Minneapolis,"
151,"Tennessee Nashville, Minnesota St. Paul, Nevada Carson City, Wyoming Cheyenne, Maryland Annapolis, Massachusetts Boston, Montana",Helena,"Helena, District of Columbia Washington, District of Columbia Washington"
152,"Colorado Denver, Delaware Dover, Minnesota St. Paul, Arizona Phoenix, Maine Augusta, South Dakota Pierre, New Hampshire",Concord,"Concord, Utah Salt Lake City, Virginia Richmond,"
153,"Hawaii Honolulu, Indiana Indianapolis, Ohio Columbus, Texas Austin, Kansas Topeka, Georgia Atlanta, Connecticut",Hartford,"Hartford, Alabama Tuscaloosa, Oklahoma City"
154,"Indiana Indianapolis, Massachusetts Boston, Ohio Columbus, Wyoming Cheyenne, Illinois Springfield, Kansas Topeka, South Dakota",Pierre,"Sioux Falls, Kentucky Louisville, Michigan Detroit,"
155,"New York Albany, Colorado Denver, Virginia Richmond, Arkansas Little Rock, Ohio Columbus, Tennessee Nashville, West Virginia",Charleston,"Charleston, Washington D.C.
Our"
156,"Nevada Carson City, Texas Austin, Idaho Boise, Wisconsin Madison, Mississippi Jackson, New Jersey Trenton, New Hampshire",Concord,"Concord, New Mexico Santa Fe, Texas Albuquer"
157,"Washington Olympia, Tennessee Nashville, Wyoming Cheyenne, Rhode Island Providence, Maryland Annapolis, Florida Tallahassee, Michigan",Lansing,"Lansing, New Mexico Santa Fe, South Dakota"
158,"Alaska Juneau, Mississippi Jackson, Iowa Des Moines, Arkansas Little Rock, Nebraska Lincoln, Oregon Salem, South Carolina",Columbia,"Columbia, North Carolina Raleigh, Kentucky Louisville,"
159,"Vermont Montpelier, Indiana Indianapolis, New York Albany, New Mexico Santa Fe, Idaho Boise, Utah Salt Lake City, Maine",Augusta,"Portland, Oregon Seattle, Minnesota Minneapolis, Michigan"
160,"Tennessee Nashville, California Sacramento, Idaho Boise, Utah Salt Lake City, Maine Augusta, New York Albany, Ohio",Columbus,"Columbus, Michigan Lansing, Michigan Madison,"
161,"Nebraska Lincoln, Indiana Indianapolis, Montana Helena, New Jersey Trenton, Tennessee Nashville, West Virginia Charleston, Missouri",Jefferson City,"Jefferson City, Oklahoma City, Louisiana Baton Rouge,"
162,"Florida Tallahassee, Colorado Denver, South Dakota Pierre, Virginia Richmond, Oklahoma Oklahoma City, Idaho Boise, Maine",Augusta,"Portland, Arizona Phoenix, Oregon Salem, California Sac"
163,"Rhode Island Providence, Nevada Carson City, South Carolina Columbia, Georgia Atlanta, Utah Salt Lake City, North Carolina Raleigh, Connecticut",Hartford,"Hartford, Minnesota Minneapolis, Oregon Portland,"
164,"Michigan Lansing, Colorado Denver, Idaho Boise, West Virginia Charleston, Washington Olympia, Arkansas Little Rock, South Carolina",Columbia,"Columbia, North Carolina Raleigh, Oklahoma City, Oklahoma"
165,"Tennessee Nashville, Georgia Atlanta, Oregon Salem, Nevada Carson City, Wisconsin Madison, Delaware Dover, Alaska",Juneau,"Juneau
11. What is the name of the"
166,"Kansas Topeka, Montana Helena, Massachusetts Boston, Colorado Denver, South Dakota Pierre, Utah Salt Lake City, Texas",Austin,"Houston, West Virginia Charleston, Wyoming Chey"
167,"Arkansas Little Rock, New Mexico Santa Fe, Michigan Lansing, Iowa Des Moines, Pennsylvania Harrisburg, Delaware Dover, Louisiana",Baton Rouge,"Baton Rouge, Nebraska Lincoln, Iowa O"
168,"Arizona Phoenix, Indiana Indianapolis, Montana Helena, Connecticut Hartford, Georgia Atlanta, Alabama Montgomery, Missouri",Jefferson City,"Jefferson City, Minnesota St. Paul, Nevada Carson"
169,"Nebraska Lincoln, Idaho Boise, New York Albany, Iowa Des Moines, Delaware Dover, Minnesota St. Paul, Oregon",Salem,"Portland, Utah Salt Lake City, Arizona Phoenix,"
170,"Illinois Springfield, Iowa Des Moines, Vermont Montpelier, Arkansas Little Rock, New Jersey Trenton, South Carolina Columbia, Texas",Austin,"Austin, Texas San Antonio, Texas Houston, Texas Dallas,"
171,"Georgia Atlanta, Massachusetts Boston, Missouri Jefferson City, New Jersey Trenton, California Sacramento, Minnesota St. Paul, Connecticut",Hartford,"Hartford, Illinois Springfield, Wisconsin Madison, Wisconsin"
172,"New Jersey Trenton, Arkansas Little Rock, Wyoming Cheyenne, Minnesota St. Paul, Ohio Columbus, Missouri Jefferson City, Oregon",Salem,"Salem, Oregon Olympia, Washington Madison, Wisconsin"
173,"Rhode Island Providence, Iowa Des Moines, Colorado Denver, North Dakota Bismarck, South Carolina Columbia, Texas Austin, Alaska",Juneau,"Anchorage, Tennessee Nashville, Minnesota St. Paul"
174,"Maine Augusta, Georgia Atlanta, Rhode Island Providence, Kansas Topeka, Iowa Des Moines, Texas Austin, Minnesota",St. Paul,"Minneapolis, Tennessee Nashville, North Carolina Charlotte,"
175,"Arizona Phoenix, North Carolina Raleigh, Wyoming Cheyenne, Nebraska Lincoln, Tennessee Nashville, Maine Augusta, Maryland",Annapolis,"Baltimore, California Los Angeles, New York New York, North"
176,"Vermont Montpelier, Michigan Lansing, New Jersey Trenton, Nevada Carson City, Georgia Atlanta, Mississippi Jackson, Connecticut",Hartford,"Hartford, Minnesota St. Paul, Wisconsin Madison,"
177,"Florida Tallahassee, Illinois Springfield, Rhode Island Providence, Oregon Salem, Indiana Indianapolis, Oklahoma Oklahoma City, Nebraska",Lincoln,"Lincoln, North Carolina Raleigh, New Jersey Trent"
178,"Kansas Topeka, Georgia Atlanta, Massachusetts Boston, Nebraska Lincoln, Utah Salt Lake City, California Sacramento, Montana",Helena,"Billings, North Dakota Fargo, Texas Dallas,"
179,"Kansas Topeka, Colorado Denver, Florida Tallahassee, Montana Helena, Rhode Island Providence, Massachusetts Boston, Louisiana",Baton Rouge,"Baton Rouge, South Dakota Pierre, Arizona Phoenix"
180,"Ohio Columbus, Florida Tallahassee, Alabama Montgomery, Delaware Dover, Iowa Des Moines, Colorado Denver, Connecticut",Hartford,"Hartford, Massachusetts Boston, New Hampshire Concord,"
181,"Hawaii Honolulu, Rhode Island Providence, Louisiana Baton Rouge, New Hampshire Concord, Mississippi Jackson, Kentucky Frankfort, Ohio",Columbus,"Columbus, Washington D.C. Washington D.C"
182,"Tennessee Nashville, North Carolina Raleigh, Indiana Indianapolis, Colorado Denver, Wisconsin Madison, New Mexico Santa Fe, Montana",Helena,"Bozeman, and Wyoming Jackson, Mississippi.
"
183,"New Jersey Trenton, Delaware Dover, Kentucky Frankfort, Hawaii Honolulu, Montana Helena, Maine Augusta, Louisiana",Baton Rouge,"Baton Rouge, Maryland Annapolis, New York Alb"
184,"Hawaii Honolulu, New Jersey Trenton, Pennsylvania Harrisburg, Wyoming Cheyenne, North Carolina Raleigh, Louisiana Baton Rouge, West Virginia",Charleston,"Charleston, North Dakota Bismarck,"
185,"Delaware Dover, Connecticut Hartford, Wyoming Cheyenne, Illinois Springfield, Mississippi Jackson, Pennsylvania Harrisburg, Missouri",Jefferson City,"Jefferson City, Indiana Indianapolis, Washington D.C.,"
186,"Colorado Denver, Utah Salt Lake City, Wyoming Cheyenne, Louisiana Baton Rouge, North Dakota Bismarck, Maine Augusta, Illinois",Springfield,"Springfield, South Dakota Pierre, Vermont Montpel"
187,"New Mexico Santa Fe, Ohio Columbus, Arkansas Little Rock, North Carolina Raleigh, Hawaii Honolulu, Wyoming Cheyenne, Nevada",Carson City,"Las Vegas, Texas Houston, Texas Dallas, Texas,"
188,"Alaska Juneau, Ohio Columbus, Mississippi Jackson, Delaware Dover, Maine Augusta, Wyoming Cheyenne, California",Sacramento,"Sacramento, North Dakota Bismarck,"
189,"Utah Salt Lake City, Iowa Des Moines, Indiana Indianapolis, West Virginia Charleston, Connecticut Hartford, Florida Tallahassee, Vermont",Montpelier,"Montpelier, Missouri Jefferson City, Nebraska Lincoln"
190,"West Virginia Charleston, Arizona Phoenix, Hawaii Honolulu, Wyoming Cheyenne, Missouri Jefferson City, Michigan Lansing, Florida",Tallahassee,"Tallahassee, Texas Austin, California Sacramento"
191,"South Dakota Pierre, New York Albany, Wyoming Cheyenne, Ohio Columbus, Tennessee Nashville, Arkansas Little Rock, Washington",Olympia,"D.C., Louisiana Baton Rouge, Oklahoma Oklahoma"
192,"Mississippi Jackson, Kentucky Frankfort, Alabama Montgomery, Iowa Des Moines, Delaware Dover, New Hampshire Concord, New York",Albany,"Albany, New York
Rhode Island Providence"
193,"Colorado Denver, Connecticut Hartford, North Dakota Bismarck, Kentucky Frankfort, Wyoming Cheyenne, Massachusetts Boston, Michigan",Lansing,"Lansing, New Jersey Trenton, New Mexico"
194,"Rhode Island Providence, Alaska Juneau, Kansas Topeka, Tennessee Nashville, South Dakota Pierre, New Jersey Trenton, Maine",Augusta,"Augusta, Vermont Montpelier, West Virginia Char"
195,"Hawaii Honolulu, Oklahoma Oklahoma City, Illinois Springfield, Alabama Montgomery, Utah Salt Lake City, Maryland Annapolis, Florida",Tallahassee,"Jacksonville, Illinois Chicago, Illinois Atlanta, Illinois St."
196,"New Jersey Trenton, Mississippi Jackson, South Carolina Columbia, Nebraska Lincoln, Colorado Denver, Louisiana Baton Rouge, Ohio",Columbus,"Houston, New Mexico Albuquerque, Arizona Phoenix,"
197,"Rhode Island Providence, Georgia Atlanta, Alaska Juneau, New Hampshire Concord, Utah Salt Lake City, Kentucky Frankfort, Nebraska",Lincoln,"Lincoln, Iowa Des Moines, Idaho Boise,"
198,"South Dakota Pierre, Hawaii Honolulu, California Sacramento, Massachusetts Boston, North Dakota Bismarck, Delaware Dover, New York",Albany,"Albany, Nebraska Lincoln, Nevada Carson"
199,"Colorado Denver, Maine Augusta, Wyoming Cheyenne, West Virginia Charleston, South Carolina Columbia, Indiana Indianapolis, Minnesota",St. Paul,"Minneapolis, Minnesota St. Paul, Minnesota Rochester"
200,"Arizona Phoenix, Connecticut Hartford, Delaware Dover, Rhode Island Providence, North Dakota Bismarck, New York Albany, Louisiana",Baton Rouge,"Baton Rouge, Massachusetts Boston, Oklahoma City, Oklahoma"
201,"Iowa Des Moines, Delaware Dover, Wyoming Cheyenne, Montana Helena, California Sacramento, Florida Tallahassee, Maryland",Annapolis,"Annapolis, Nevada Carson City, Oklahoma City,"
202,"Michigan Lansing, Ohio Columbus, Tennessee Nashville, Iowa Des Moines, Oklahoma Oklahoma City, Illinois Springfield, Maryland",Annapolis,"Baltimore, Pennsylvania Philadelphia, Virginia Richmond, Virginia Raleigh"
203,"Arizona Phoenix, Maryland Annapolis, Iowa Des Moines, Louisiana Baton Rouge, Vermont Montpelier, Georgia Atlanta, Alaska",Juneau,"Anchorage, Oregon Salem, Florida Tallahas"
204,"New York Albany, Oregon Salem, Missouri Jefferson City, Delaware Dover, Arkansas Little Rock, Iowa Des Moines, Louisiana",Baton Rouge,"Baton Rouge, Utah Salt Lake City, Kentucky"
205,"Rhode Island Providence, Iowa Des Moines, Vermont Montpelier, New Jersey Trenton, Montana Helena, Washington Olympia, Nevada",Carson City,"Carson City, Kentucky Frankfort, Louisiana Baton Rou"
206,"Pennsylvania Harrisburg, Utah Salt Lake City, Wisconsin Madison, Mississippi Jackson, North Dakota Bismarck, Delaware Dover, Michigan",Lansing,"Lansing, Louisiana Baton Rouge, Minnesota St"
207,"Arizona Phoenix, North Carolina Raleigh, Utah Salt Lake City, Montana Helena, Florida Tallahassee, Colorado Denver, Pennsylvania",Harrisburg,"Harrisburg, California Sacramento, Oregon Salem,"
208,"Rhode Island Providence, North Carolina Raleigh, Maine Augusta, Washington Olympia, Tennessee Nashville, New Jersey Trenton, Kansas",Topeka,"Topeka, Iowa Des Moines, South Dakota"
209,"West Virginia Charleston, Wyoming Cheyenne, Minnesota St. Paul, New Hampshire Concord, Indiana Indianapolis, Hawaii Honolulu, Missouri",Jefferson City,"Jefferson City, Missouri Jefferson City, Nebraska Lincoln,"
210,"Utah Salt Lake City, Georgia Atlanta, Kentucky Frankfort, Washington Olympia, Mississippi Jackson, Louisiana Baton Rouge, North Carolina",Raleigh,"Raleigh, Illinois Springfield, Nevada Las Veg"
211,"Indiana Indianapolis, Delaware Dover, Massachusetts Boston, Illinois Springfield, Nebraska Lincoln, Maine Augusta, California",Sacramento,"Sacramento, Utah Salt Lake City, Colorado Den"
212,"New York Albany, Connecticut Hartford, Wyoming Cheyenne, Ohio Columbus, Mississippi Jackson, Rhode Island Providence, South Carolina",Columbia,"Charleston, Illinois Springfield, North Carolina Rale"
213,"Florida Tallahassee, Oklahoma Oklahoma City, Pennsylvania Harrisburg, Kentucky Frankfort, Georgia Atlanta, Utah Salt Lake City, Vermont",Montpelier,"Montpelier, Wisconsin Madison, North Dakota B"
214,"Idaho Boise, Hawaii Honolulu, Ohio Columbus, Oklahoma Oklahoma City, North Dakota Bismarck, Missouri Jefferson City, Vermont",Montpelier,"Montpelier, West Virginia Charleston, Wyoming"
215,"New York Albany, West Virginia Charleston, Alaska Juneau, Arizona Phoenix, Colorado Denver, Idaho Boise, New Mexico",Santa Fe,"Albuquerque, Oklahoma Oklahoma City, Pennsylvania Philadelphia,"
216,"West Virginia Charleston, Georgia Atlanta, Florida Tallahassee, Arizona Phoenix, South Carolina Columbia, Tennessee Nashville, New York",Albany,"New York, New York New York, New York New York"
217,"Mississippi Jackson, Michigan Lansing, Nebraska Lincoln, Massachusetts Boston, Montana Helena, Arizona Phoenix, Alaska",Juneau,"Anchorage, Louisiana New Orleans, Nebraska O"
218,"North Carolina Raleigh, Oklahoma Oklahoma City, Colorado Denver, Texas Austin, Delaware Dover, Connecticut Hartford, Missouri",Jefferson City,"St. Louis, New York New York City, Louisiana Bat"
219,"Delaware Dover, Nebraska Lincoln, Oklahoma Oklahoma City, Tennessee Nashville, North Dakota Bismarck, Michigan Lansing, Washington",Olympia,"Olympia, Wisconsin Madison, Wyoming Cheyenne"
220,"Arkansas Little Rock, Florida Tallahassee, South Carolina Columbia, Wyoming Cheyenne, Oklahoma Oklahoma City, Wisconsin Madison, Louisiana",Baton Rouge,"Monroe, Mississippi Jackson, Mississippi Starkville, Mississippi"
221,"Kansas Topeka, Oklahoma Oklahoma City, Kentucky Frankfort, Indiana Indianapolis, Virginia Richmond, Colorado Denver, Montana",Helena,"Helena, California Sacramento, California, California,"
222,"Wyoming Cheyenne, Minnesota St. Paul, New York Albany, Iowa Des Moines, Delaware Dover, Illinois Springfield, New Mexico",Santa Fe,"Santa Fe, North Dakota Fargo, Arizona Tuc"
223,"Indiana Indianapolis, Georgia Atlanta, Minnesota St. Paul, Kentucky Frankfort, North Carolina Raleigh, Utah Salt Lake City, West Virginia",Charleston,"Charleston, and many more.
All of our"
224,"Nebraska Lincoln, Utah Salt Lake City, Hawaii Honolulu, Alaska Juneau, Georgia Atlanta, Missouri Jefferson City, Maryland",Annapolis,"Annapolis, Washington DC, Virginia Alexandria, Virginia Virginia"
225,"Arizona Phoenix, Tennessee Nashville, Louisiana Baton Rouge, Iowa Des Moines, Vermont Montpelier, Nebraska Lincoln, South Dakota",Pierre,"Pierre, Wisconsin Madison, Michigan Lansing, Ohio"
226,"Oregon Salem, California Sacramento, Massachusetts Boston, Mississippi Jackson, Illinois Springfield, New Jersey Trenton, Texas",Austin,"Dallas, Alabama Birmingham, Minnesota Minneapolis, Indiana"
227,"Maine Augusta, Washington Olympia, Montana Helena, Iowa Des Moines, New Jersey Trenton, Hawaii Honolulu, New Hampshire",Concord,"Concord, New Mexico Santa Fe, New York Albany"
228,"Nevada Carson City, Oregon Salem, Wyoming Cheyenne, Colorado Denver, Idaho Boise, Florida Tallahassee, Wisconsin",Madison,"Madison, Michigan Lansing, Minnesota Saint Paul,"
229,"Delaware Dover, Pennsylvania Harrisburg, Vermont Montpelier, Alaska Juneau, Arizona Phoenix, Indiana Indianapolis, Kansas",Topeka,"City, Louisville, Michigan Detroit, Minnesota Minneapolis"
230,"Kentucky Frankfort, Delaware Dover, Missouri Jefferson City, Oregon Salem, Iowa Des Moines, Indiana Indianapolis, New Hampshire",Concord,"Concord, Montana Helena, Iowa Des Moines"
231,"Indiana Indianapolis, New Mexico Santa Fe, Washington Olympia, Alabama Montgomery, Colorado Denver, Mississippi Jackson, Kansas",Topeka,"City, Missouri Kansas City, Missouri, Minnesota Saint Paul,"
232,"Oregon Salem, Mississippi Jackson, Minnesota St. Paul, Colorado Denver, Utah Salt Lake City, Alabama Montgomery, South Dakota",Pierre,"Sioux Falls, West Virginia Charleston, New"
233,"West Virginia Charleston, Washington Olympia, Oklahoma Oklahoma City, Kentucky Frankfort, Arizona Phoenix, Hawaii Honolulu, New York",Albany,"New York City, North Carolina Raleigh, Texas Austin"
234,"Tennessee Nashville, Rhode Island Providence, Nebraska Lincoln, Texas Austin, Indiana Indianapolis, Pennsylvania Harrisburg, Maryland",Annapolis,"Baltimore, Washington D.C., and many more.
"
235,"Vermont Montpelier, Indiana Indianapolis, North Dakota Bismarck, Kansas Topeka, Massachusetts Boston, Mississippi Jackson, Maryland",Annapolis,"Baltimore, Illinois Springfield, South Dakota Peoria,"
236,"Maryland Annapolis, New Jersey Trenton, Indiana Indianapolis, New Mexico Santa Fe, Idaho Boise, Oregon Salem, West Virginia",Charleston,"Charleston, Nevada Las Vegas, Utah"
237,"Pennsylvania Harrisburg, New Jersey Trenton, Iowa Des Moines, Nebraska Lincoln, Louisiana Baton Rouge, Oklahoma Oklahoma City, New Hampshire",Concord,"Manchester, Florida Tampa, New York Albany, New"
238,"Wisconsin Madison, Georgia Atlanta, Mississippi Jackson, Arkansas Little Rock, Washington Olympia, Alabama Montgomery, Nevada",Carson City,"Carson City, Colorado Denver, Oklahoma Oklahoma City,"
239,"Tennessee Nashville, Colorado Denver, Alaska Juneau, Connecticut Hartford, Washington Olympia, Arkansas Little Rock, Maryland",Annapolis,"Annapolis, Iowa Des Moines, New Hampshire Con"
240,"North Carolina Raleigh, Michigan Lansing, Vermont Montpelier, Oklahoma Oklahoma City, Utah Salt Lake City, Idaho Boise, Wisconsin",Madison,"Madison, Indiana Indianapolis, Kentucky Frankfort, Tennessee"
241,"Mississippi Jackson, Iowa Des Moines, Wisconsin Madison, Minnesota St. Paul, Oklahoma Oklahoma City, California Sacramento, South Dakota",Pierre,"Sioux Falls, Wyoming Cheyenne, North"
242,"Louisiana Baton Rouge, Vermont Montpelier, Maine Augusta, New Jersey Trenton, Iowa Des Moines, Indiana Indianapolis, South Dakota",Pierre,"Pierre, Minnesota Saint Paul, Maryland Annapolis, New York"
243,"Mississippi Jackson, Rhode Island Providence, Vermont Montpelier, Colorado Denver, Maine Augusta, New Hampshire Concord, Washington",Olympia,"Olympia, Florida Tallahassee, Kentucky Frankfort"
244,"Delaware Dover, Iowa Des Moines, Minnesota St. Paul, Nevada Carson City, Wisconsin Madison, Utah Salt Lake City, New York",Albany,"Albany, North Carolina Raleigh, Oklahoma City,"
245,"Pennsylvania Harrisburg, Rhode Island Providence, Alabama Montgomery, Maryland Annapolis, Oklahoma Oklahoma City, Wyoming Cheyenne, Kansas",Topeka,"Topeka, South Dakota Pierre, Nebraska"
246,"Illinois Springfield, Utah Salt Lake City, Washington Olympia, Missouri Jefferson City, Delaware Dover, Mississippi Jackson, Maine",Augusta,"Augusta, Maine Montpelier, Vermont
B"
247,"California Sacramento, West Virginia Charleston, Utah Salt Lake City, Louisiana Baton Rouge, Arizona Phoenix, Georgia Atlanta, Kentucky",Frankfort,"Louisville, Washington DC, Virginia, Maryland, West Virginia"
248,"Vermont Montpelier, Iowa Des Moines, Pennsylvania Harrisburg, Utah Salt Lake City, Georgia Atlanta, Illinois Springfield, Maryland",Annapolis,"New York, New York
Winter is coming. Are"
249,"Delaware Dover, Arkansas Little Rock, Kentucky Frankfort, New Jersey Trenton, Maine Augusta, Florida Tallahassee, Ohio",Columbus,"Columbus, Pennsylvania Harrisburg, New York Albany,"
250,"Wyoming Cheyenne, Arizona Phoenix, Oklahoma Oklahoma City, South Dakota Pierre, Nevada Carson City, Ohio Columbus, Connecticut",Hartford,"Hartford, Wisconsin Madison, Minnesota St. Paul,"
251,"Oregon Salem, Hawaii Honolulu, Iowa Des Moines, Kansas Topeka, Wisconsin Madison, Arizona Phoenix, Alabama",Montgomery,"Birmingham, Indiana Indianapolis, Ohio Cincinnati"
252,"Arizona Phoenix, Missouri Jefferson City, Maine Augusta, Iowa Des Moines, South Carolina Columbia, Oklahoma Oklahoma City, Texas",Austin,"Austin, Texas Dallas, Texas Houston, Texas San Antonio,"
253,"Alaska Juneau, Minnesota St. Paul, Colorado Denver, Idaho Boise, Indiana Indianapolis, South Carolina Columbia, Vermont",Montpelier,"Burlington, Wisconsin Milwaukee, Ohio Columb"
254,"Vermont Montpelier, Massachusetts Boston, Kentucky Frankfort, Georgia Atlanta, North Carolina Raleigh, Hawaii Honolulu, Illinois",Springfield,"Chicago, Texas Dallas, Minnesota Minneapolis, New York"
255,"Iowa Des Moines, Oklahoma Oklahoma City, Texas Austin, Alaska Juneau, Wisconsin Madison, Massachusetts Boston, California",Sacramento,"Los Angeles, Arizona Phoenix, Colorado Denver, New Mexico"
256,"Rhode Island Providence, Louisiana Baton Rouge, Nebraska Lincoln, Iowa Des Moines, Ohio Columbus, Oklahoma Oklahoma City, Oregon",Salem,"Portland, South Carolina Charleston, Tennessee Memph"
257,"Wyoming Cheyenne, North Carolina Raleigh, Indiana Indianapolis, Tennessee Nashville, Nevada Carson City, Kentucky Frankfort, Virginia",Richmond,"Richmond, Kentucky Charleston, Kentucky Louisville, Kentucky"
258,"Texas Austin, Hawaii Honolulu, Kansas Topeka, Georgia Atlanta, Montana Helena, Utah Salt Lake City, South Carolina",Columbia,"Columbia, West Virginia Charleston, Virginia Richmond, Wy"
259,"Wyoming Cheyenne, Washington Olympia, Utah Salt Lake City, West Virginia Charleston, Missouri Jefferson City, Iowa Des Moines, Kentucky",Frankfort,"Frankfort, Minnesota St. Paul, Minnesota Minneapolis"
260,"Delaware Dover, Kentucky Frankfort, Massachusetts Boston, Louisiana Baton Rouge, Idaho Boise, North Carolina Raleigh, South Dakota",Pierre,"Pierre, West Virginia Charleston, Wyoming Chey"
261,"Indiana Indianapolis, New Mexico Santa Fe, Tennessee Nashville, Kentucky Frankfort, Wisconsin Madison, Hawaii Honolulu, South Dakota",Pierre,"Sioux Falls, North Dakota Bismarck"
262,"Virginia Richmond, Wyoming Cheyenne, Louisiana Baton Rouge, Vermont Montpelier, Oklahoma Oklahoma City, Delaware Dover, New Mexico",Santa Fe,"Santa Fe, Nevada Carson City, Alabama Hunts"
263,"Arizona Phoenix, Minnesota St. Paul, Kansas Topeka, South Carolina Columbia, Arkansas Little Rock, Tennessee Nashville, Alabama",Montgomery,"Huntsville, Georgia Atlanta, Idaho Boise,"
264,"Maine Augusta, Indiana Indianapolis, Texas Austin, Idaho Boise, Rhode Island Providence, North Carolina Raleigh, South Carolina",Columbia,"Charleston, Tennessee Memphis, Wisconsin Madison"
265,"South Carolina Columbia, Colorado Denver, Oregon Salem, Pennsylvania Harrisburg, Wyoming Cheyenne, Indiana Indianapolis, New York",Albany,"New York, Ohio Toledo, Oklahoma Oklahoma City,"
266,"Arkansas Little Rock, Colorado Denver, Maine Augusta, Louisiana Baton Rouge, Michigan Lansing, Delaware Dover, North Carolina",Raleigh,"Raleigh, South Carolina Columbia, Tennessee Nashville,"
267,"Washington Olympia, Iowa Des Moines, Louisiana Baton Rouge, Indiana Indianapolis, Arkansas Little Rock, Kansas Topeka, Maine",Augusta,"Augusta, Missouri Jefferson City, Nebraska Lincoln,"
268,"Massachusetts Boston, Florida Tallahassee, Nebraska Lincoln, Mississippi Jackson, New Mexico Santa Fe, Georgia Atlanta, Nevada",Carson City,"Las Vegas, North Carolina Raleigh, Ohio Cleveland"
269,"California Sacramento, Idaho Boise, New Mexico Santa Fe, Oklahoma Oklahoma City, Iowa Des Moines, North Dakota Bismarck, Maryland",Annapolis,"Baltimore, Massachusetts Boston, Michigan Lansing, Minnesota Min"
270,"Maryland Annapolis, Oklahoma Oklahoma City, Georgia Atlanta, West Virginia Charleston, New Jersey Trenton, Kansas Topeka, Pennsylvania",Harrisburg,"Harrisburg, New York Albany, Michigan Lansing"
271,"Oklahoma Oklahoma City, Hawaii Honolulu, South Dakota Pierre, Pennsylvania Harrisburg, Kentucky Frankfort, Indiana Indianapolis, Maryland",Annapolis,"Annapolis, Minnesota St. Paul, North Dakota B"
272,"Washington Olympia, Nebraska Lincoln, Idaho Boise, Pennsylvania Harrisburg, Arkansas Little Rock, Delaware Dover, Michigan",Lansing,"Lansing, Rhode Island Providence, Iowa Des"
273,"Mississippi Jackson, Georgia Atlanta, Louisiana Baton Rouge, West Virginia Charleston, Tennessee Nashville, Kansas Topeka, Florida",Tallahassee,"Tampa, Minnesota St. Paul, Kansas City, Oklahoma"
274,"New Hampshire Concord, Colorado Denver, Arizona Phoenix, Washington Olympia, New Jersey Trenton, Virginia Richmond, North Dakota",Bismarck,"Bismarck, Wyoming Cheyenne, Texas"
275,"Minnesota St. Paul, Massachusetts Boston, Hawaii Honolulu, Oregon Salem, Delaware Dover, Alabama Montgomery, Michigan",Lansing,"Lansing, Wisconsin Madison, Iowa Des Moines"
276,"Georgia Atlanta, Delaware Dover, Illinois Springfield, Montana Helena, Idaho Boise, Michigan Lansing, West Virginia",Charleston,"Charleston, New Mexico Santa Fe, North Dakota"
