,prompts,keys,outputs
136,"Washington Olympia, Pennsylvania Harrisburg, Missouri Jefferson City, New Jersey Trenton, Oklahoma Oklahoma City, Wyoming Cheyenne, Massachusetts",Boston,"Boston, Vermont Montpelier, North Carolina Rale"
137,"New York Albany, Virginia Richmond, Alabama Montgomery, Massachusetts Boston, Hawaii Honolulu, Tennessee Nashville, Idaho",Boise,"Boise, Utah Salt Lake City, New Mexico Al"
138,"Connecticut Hartford, Colorado Denver, North Carolina Raleigh, Delaware Dover, Illinois Springfield, Hawaii Honolulu, Utah",Salt Lake City,"Salt Lake City, Indiana Indianapolis, Iowa Des Moines"
139,"Kentucky Frankfort, Wyoming Cheyenne, Tennessee Nashville, Maryland Annapolis, Pennsylvania Harrisburg, Utah Salt Lake City, Colorado",Denver,"Denver, Nevada Reno, Idaho Boise"
140,"Wyoming Cheyenne, North Carolina Raleigh, Ohio Columbus, Idaho Boise, Delaware Dover, Nevada Carson City, Massachusetts",Boston,"Boston, Missouri Springfield, Louisiana Shreveport,"
141,"Texas Austin, Hawaii Honolulu, Tennessee Nashville, Arkansas Little Rock, Missouri Jefferson City, Pennsylvania Harrisburg, Georgia",Atlanta,"Atlanta, Mississippi Jackson, Missouri St. Louis, Utah"
142,"Iowa Des Moines, Montana Helena, Virginia Richmond, Florida Tallahassee, Delaware Dover, Tennessee Nashville, Indiana",Indianapolis,"Indianapolis, West Virginia Charleston, Kentucky Frankfort"
143,"Rhode Island Providence, Vermont Montpelier, New Jersey Trenton, New Mexico Santa Fe, Arizona Phoenix, South Dakota Pierre, Massachusetts",Boston,"Boston, Maryland Annapolis, District of Columbia Washington, D"
144,"New Mexico Santa Fe, Delaware Dover, Oregon Salem, Iowa Des Moines, Washington Olympia, Massachusetts Boston, Wyoming",Cheyenne,"Cheyenne, New Mexico Albuquerque, Mont"
145,"New Mexico Santa Fe, Tennessee Nashville, South Carolina Columbia, Maryland Annapolis, Indiana Indianapolis, Arkansas Little Rock, Mississippi",Jackson,"Jackson, Alabama Montgomery, Kentucky Louisville, Virginia"
146,"Nevada Carson City, New York Albany, Louisiana Baton Rouge, Colorado Denver, Iowa Des Moines, Tennessee Nashville, Utah",Salt Lake City,"Salt Lake City, Vermont Montpelier, Washington Seattle"
147,"South Dakota Pierre, Wyoming Cheyenne, Oklahoma Oklahoma City, Illinois Springfield, North Carolina Raleigh, Rhode Island Providence, Mississippi",Jackson,"Jackson, Tennessee Nashville, Nebraska Omaha"
148,"Alabama Montgomery, Missouri Jefferson City, Tennessee Nashville, Delaware Dover, Hawaii Honolulu, Washington Olympia, Arizona",Phoenix,"Phoenix, Virginia Richmond, Texas Austin, Utah Salt Lake"
149,"Maine Augusta, Montana Helena, Georgia Atlanta, Mississippi Jackson, Tennessee Nashville, Louisiana Baton Rouge, Wyoming",Cheyenne,"Cheyenne, Oklahoma Oklahoma City, Iowa Des Moines"
150,"Louisiana Baton Rouge, Mississippi Jackson, Georgia Atlanta, New Mexico Santa Fe, Nebraska Lincoln, Oklahoma Oklahoma City, Rhode Island",Providence,"Providence, Utah Salt Lake City, West Virginia Char"
151,"Mississippi Jackson, Alabama Montgomery, Wisconsin Madison, Michigan Lansing, Delaware Dover, Iowa Des Moines, Tennessee",Nashville,"Memphis, South Dakota Sioux Falls,"
152,"Alabama Montgomery, Massachusetts Boston, Arkansas Little Rock, South Dakota Pierre, Oregon Salem, Idaho Boise, New Jersey",Trenton,"Trenton, Arizona Phoenix, Kansas City, Missouri Kansas"
153,"South Carolina Columbia, Arizona Phoenix, Mississippi Jackson, New Hampshire Concord, Rhode Island Providence, Nebraska Lincoln, Delaware",Dover,"Dover, North Dakota Bismarck, Kentucky"
154,"Arizona Phoenix, Pennsylvania Harrisburg, Delaware Dover, South Carolina Columbia, Nevada Carson City, Iowa Des Moines, Mississippi",Jackson,"Jackson, Mississippi New Orleans, Louisiana Baton Rouge,"
155,"Florida Tallahassee, Oregon Salem, Indiana Indianapolis, Colorado Denver, Arkansas Little Rock, Maine Augusta, New Jersey",Trenton,"Trenton, New Hampshire Concord, New Mexico"
156,"Connecticut Hartford, Vermont Montpelier, Indiana Indianapolis, Arkansas Little Rock, Montana Helena, Idaho Boise, New Jersey",Trenton,"Trenton, Pennsylvania Harrisburg, Washington Olympia,"
157,"Nevada Carson City, Idaho Boise, Washington Olympia, Arizona Phoenix, Wyoming Cheyenne, Nebraska Lincoln, Tennessee",Nashville,"Nashville, Kentucky Louisville, Tennessee Huntsville,"
158,"New Jersey Trenton, Iowa Des Moines, Minnesota St. Paul, Maine Augusta, Illinois Springfield, Arizona Phoenix, Tennessee",Nashville,"Knoxville, New York Rochester, South Carolina Green"
159,"Idaho Boise, Missouri Jefferson City, Massachusetts Boston, North Carolina Raleigh, Rhode Island Providence, Alabama Montgomery, Arkansas",Little Rock,"Little Rock, California Sacramento, Colorado Denver,"
160,"North Carolina Raleigh, Delaware Dover, Oklahoma Oklahoma City, Missouri Jefferson City, Colorado Denver, Illinois Springfield, Rhode Island",Providence,"Providence, Wisconsin Milwaukee, Pennsylvania Harrisburg"
161,"North Dakota Bismarck, Kansas Topeka, California Sacramento, Indiana Indianapolis, Hawaii Honolulu, Georgia Atlanta, Iowa",Des Moines,"Des Moines, Louisiana Baton Rouge, Maine Port"
162,"Washington Olympia, Maine Augusta, Utah Salt Lake City, Idaho Boise, Mississippi Jackson, Michigan Lansing, Tennessee",Nashville,"Nashville, Arkansas Little Rock, Louisiana Baton Rou"
163,"Tennessee Nashville, Florida Tallahassee, Arkansas Little Rock, Kentucky Frankfort, New York Albany, Georgia Atlanta, Indiana",Indianapolis,"Indianapolis, Michigan Lansing, Oklahoma Oklahoma City,"
164,"Florida Tallahassee, Rhode Island Providence, Delaware Dover, Kentucky Frankfort, Idaho Boise, Vermont Montpelier, Arkansas",Little Rock,"Little Rock, South Dakota Pierre, Maine Augusta,"
165,"North Dakota Bismarck, Vermont Montpelier, California Sacramento, Utah Salt Lake City, Arizona Phoenix, Colorado Denver, Idaho",Boise,"Boise, Kansas City, Missouri St. Louis, Missouri"
166,"Connecticut Hartford, Montana Helena, Texas Austin, Iowa Des Moines, Hawaii Honolulu, Mississippi Jackson, Colorado",Denver,"Denver, North Carolina Raleigh, Michigan Detroit,"
167,"Maine Augusta, Minnesota St. Paul, Utah Salt Lake City, Indiana Indianapolis, Tennessee Nashville, Ohio Columbus, Massachusetts",Boston,"Boston, Wisconsin Milwaukee, Pennsylvania Philadelphia, Maryland"
168,"Rhode Island Providence, Minnesota St. Paul, Iowa Des Moines, North Dakota Bismarck, Massachusetts Boston, Missouri Jefferson City, Arizona",Phoenix,"Phoenix, Nebraska Omaha, Wisconsin Milw"
169,"Arizona Phoenix, Maryland Annapolis, Colorado Denver, Delaware Dover, Nevada Carson City, South Carolina Columbia, Rhode Island",Providence,"Providence, Texas Austin, Utah Salt Lake City,"
170,"Wyoming Cheyenne, South Carolina Columbia, New Hampshire Concord, Kansas Topeka, Delaware Dover, Tennessee Nashville, New Jersey",Trenton,"Portland, Missouri San Antonio, Washington Springfield, Florida"
171,"Mississippi Jackson, South Carolina Columbia, Delaware Dover, Tennessee Nashville, Nebraska Lincoln, Florida Tallahassee, Arizona",Phoenix,"Phoenix, Tennessee Knoxville, Georgia Atlanta, Louisiana Bat"
172,"Colorado Denver, Rhode Island Providence, Oregon Salem, Connecticut Hartford, Hawaii Honolulu, South Carolina Columbia, Massachusetts",Boston,"Boston, New Jersey Trenton, New Hampshire Con"
173,"Rhode Island Providence, Tennessee Nashville, Idaho Boise, Michigan Lansing, Illinois Springfield, Washington Olympia, Utah",Salt Lake City,"Salt Lake City, West Virginia Charleston, Indiana Indian"
174,"New Jersey Trenton, South Carolina Columbia, Georgia Atlanta, California Sacramento, Virginia Richmond, Oklahoma Oklahoma City, Colorado",Denver,"Denver, Dallas, Austin, Houston, Texas
C"
175,"Hawaii Honolulu, New Hampshire Concord, South Carolina Columbia, Texas Austin, Delaware Dover, Arizona Phoenix, Idaho",Boise,"Boise, Nevada Carson City, Oklahoma City,"
176,"Maryland Annapolis, Virginia Richmond, Hawaii Honolulu, Massachusetts Boston, New Jersey Trenton, Texas Austin, Tennessee",Nashville,"Nashville, North Carolina Raleigh, Oklahoma City,"
177,"Louisiana Baton Rouge, Arizona Phoenix, Rhode Island Providence, Tennessee Nashville, New Mexico Santa Fe, Illinois Springfield, New Jersey",Trenton,"Newark, New York New York, New York City,"
178,"California Sacramento, Arizona Phoenix, North Carolina Raleigh, Colorado Denver, New York Albany, Georgia Atlanta, Idaho",Boise,"Boise, Illinois Chicago, Indiana Indianapolis, Kansas City"
179,"Connecticut Hartford, Wisconsin Madison, Massachusetts Boston, Florida Tallahassee, Oklahoma Oklahoma City, Mississippi Jackson, Arkansas",Little Rock,"Little Rock, California Sacramento, Arizona Phoenix, Louisiana"
180,"New Hampshire Concord, Hawaii Honolulu, Connecticut Hartford, Missouri Jefferson City, Oklahoma Oklahoma City, Tennessee Nashville, Massachusetts",Boston,"Boston, Massachusetts New Hampshire Concord, Hawaii Hon"
181,"New Jersey Trenton, Kansas Topeka, Oklahoma Oklahoma City, Pennsylvania Harrisburg, Wyoming Cheyenne, West Virginia Charleston, Indiana",Indianapolis,"Indianapolis, Kentucky Louisville, Maryland Baltimore, Michigan Detroit"
182,"Arkansas Little Rock, Alabama Montgomery, Georgia Atlanta, Utah Salt Lake City, Wisconsin Madison, Illinois Springfield, Oklahoma",Oklahoma City,"Tulsa, Oklahoma Wichita, Kansas Omaha"
183,"Oregon Salem, Virginia Richmond, Utah Salt Lake City, Montana Helena, Mississippi Jackson, Georgia Atlanta, Massachusetts",Boston,"Boston, Michigan Detroit, Minnesota Minneapolis, Missouri St"
184,"Colorado Denver, Vermont Montpelier, Kentucky Frankfort, Wisconsin Madison, Delaware Dover, Iowa Des Moines, Idaho",Boise,"Boise, and Oregon Salem.
Arizona Phoenix"
185,"Virginia Richmond, Ohio Columbus, Nebraska Lincoln, Massachusetts Boston, Colorado Denver, Arizona Phoenix, Tennessee",Nashville,"Atlanta, Missouri Los Angeles, California
Average Cost of"
186,"Georgia Atlanta, Utah Salt Lake City, New York Albany, Nevada Carson City, Hawaii Honolulu, Minnesota St. Paul, Massachusetts",Boston,"Boston, Oregon Salem, Washington Olympia, California Sac"
187,"Massachusetts Boston, Nevada Carson City, New Jersey Trenton, New Mexico Santa Fe, Montana Helena, Wyoming Cheyenne, Iowa",Des Moines,"Des Moines, Oklahoma Oklahoma City, Utah Salt Lake"
188,"Arizona Phoenix, Connecticut Hartford, Arkansas Little Rock, West Virginia Charleston, Massachusetts Boston, North Dakota Bismarck, Georgia",Atlanta,"Atlanta, New Mexico Albuquerque, California Sacr"
189,"Iowa Des Moines, Tennessee Nashville, Maine Augusta, Kentucky Frankfort, Connecticut Hartford, Arizona Phoenix, Georgia",Atlanta,"Atlanta, Minnesota St. Paul, Kansas City, Missouri Jefferson"
190,"Maine Augusta, Rhode Island Providence, New Hampshire Concord, California Sacramento, Delaware Dover, Mississippi Jackson, Indiana",Indianapolis,"Indianapolis, Oklahoma City, New Mexico Albuquerque"
191,"South Dakota Pierre, California Sacramento, Arkansas Little Rock, North Carolina Raleigh, Indiana Indianapolis, Colorado Denver, Wyoming",Cheyenne,"Cheyenne, Nevada Reno, Oklahoma Oklahoma City"
192,"Massachusetts Boston, Oregon Salem, Wyoming Cheyenne, New Hampshire Concord, Arizona Phoenix, Vermont Montpelier, Utah",Salt Lake City,"Salt Lake City, Texas Austin, New Jersey Trenton"
193,"Ohio Columbus, Wyoming Cheyenne, Georgia Atlanta, Florida Tallahassee, Maine Augusta, Rhode Island Providence, Colorado",Denver,"Denver, New York Albany, North Carolina Rale"
194,"Hawaii Honolulu, Iowa Des Moines, Ohio Columbus, Utah Salt Lake City, Florida Tallahassee, Connecticut Hartford, Rhode Island",Providence,"Providence, Minnesota Minneapolis, Nevada Reno"
195,"Wyoming Cheyenne, Indiana Indianapolis, Massachusetts Boston, Montana Helena, South Dakota Pierre, Louisiana Baton Rouge, Hawaii",Honolulu,"Honolulu, Washington Seattle, Arizona Phoenix, California Los"
196,"South Carolina Columbia, Indiana Indianapolis, Delaware Dover, Washington Olympia, South Dakota Pierre, Idaho Boise, Georgia",Atlanta,"Atlanta, Massachusetts Boston, Arizona Phoenix, Florida Tampa,"
197,"New Jersey Trenton, Minnesota St. Paul, Arizona Phoenix, Alabama Montgomery, Colorado Denver, North Carolina Raleigh, Tennessee",Nashville,"Nashville, Oregon Portland, California Sacramento,"
198,"Arkansas Little Rock, Wisconsin Madison, Maryland Annapolis, Minnesota St. Paul, Iowa Des Moines, Indiana Indianapolis, Rhode Island",Providence,"Providence, Kentucky Louisville, Ohio Cincinnati"
199,"Indiana Indianapolis, Massachusetts Boston, Alaska Juneau, Connecticut Hartford, West Virginia Charleston, Idaho Boise, Colorado",Denver,"Denver, Nevada Las Vegas, New Hampshire"
200,"Iowa Des Moines, Pennsylvania Harrisburg, Florida Tallahassee, Illinois Springfield, New Jersey Trenton, Rhode Island Providence, Wyoming",Cheyenne,"
New Jersey New York Pennsylvania Rhode Island
Air"
201,"California Sacramento, Louisiana Baton Rouge, Michigan Lansing, Iowa Des Moines, New Jersey Trenton, Utah Salt Lake City, Arkansas",Little Rock,"Little Rock, Minnesota St. Paul, Oregon Salem,"
202,"Vermont Montpelier, Idaho Boise, Georgia Atlanta, West Virginia Charleston, New Mexico Santa Fe, Mississippi Jackson, New Jersey",Trenton,"Jackson, South Carolina Jackson, Kentucky Jackson, Alabama Jackson,"
203,"New York Albany, Hawaii Honolulu, Oklahoma Oklahoma City, Louisiana Baton Rouge, California Sacramento, Wyoming Cheyenne, Massachusetts",Boston,"Boston, North Carolina Raleigh, New Jersey Trent"
204,"Oklahoma Oklahoma City, Texas Austin, Wyoming Cheyenne, Oregon Salem, Rhode Island Providence, South Carolina Columbia, Tennessee",Nashville,"Nashville, Utah Salt Lake City, Virginia Richmond,"
205,"Oklahoma Oklahoma City, Connecticut Hartford, Tennessee Nashville, Wisconsin Madison, Idaho Boise, Vermont Montpelier, Wyoming",Cheyenne,"Cheyenne, New York Albany, Illinois Springfield"
206,"Virginia Richmond, Georgia Atlanta, Alaska Juneau, Michigan Lansing, Wyoming Cheyenne, Oklahoma Oklahoma City, Delaware",Dover,"Dover, Oklahoma Tulsa, North Carolina Raleigh"
207,"Connecticut Hartford, Florida Tallahassee, Indiana Indianapolis, Ohio Columbus, Idaho Boise, Tennessee Nashville, Mississippi",Jackson,"Jackson, Missouri St. Louis, Minnesota Minneapolis,"
208,"Georgia Atlanta, Iowa Des Moines, Washington Olympia, Oklahoma Oklahoma City, Wisconsin Madison, Florida Tallahassee, Idaho",Boise,"Boise, Arizona Phoenix, Ohio Columbus, Minnesota St"
209,"California Sacramento, New Jersey Trenton, Utah Salt Lake City, Virginia Richmond, Iowa Des Moines, New Mexico Santa Fe, Hawaii",Honolulu,"Honolulu, Idaho Boise, New Mexico Santa"
210,"Idaho Boise, Louisiana Baton Rouge, Rhode Island Providence, South Dakota Pierre, Oregon Salem, Hawaii Honolulu, Colorado",Denver,"Denver, Minnesota Minneapolis, Utah Salt Lake"
211,"Ohio Columbus, Hawaii Honolulu, Colorado Denver, Washington Olympia, Arkansas Little Rock, Pennsylvania Harrisburg, Arizona",Phoenix,"Phoenix, Colorado Denver, Oregon Portland, Oklahoma Oklahoma"
212,"Wisconsin Madison, North Carolina Raleigh, Kentucky Frankfort, Oklahoma Oklahoma City, Massachusetts Boston, New Jersey Trenton, Colorado",Denver,"Denver, Maryland Annapolis, Arizona Phoenix, New York"
213,"South Carolina Columbia, Kentucky Frankfort, Utah Salt Lake City, Mississippi Jackson, Louisiana Baton Rouge, Colorado Denver, Georgia",Atlanta,"Atlanta, Oklahoma City, North Carolina Raleigh, Florida"
214,"Georgia Atlanta, Idaho Boise, Florida Tallahassee, Michigan Lansing, Maine Augusta, New Jersey Trenton, Delaware",Dover,"Dover, Kansas Topeka, Louisiana Baton Rou"
215,"Vermont Montpelier, Idaho Boise, Oregon Salem, New Jersey Trenton, Hawaii Honolulu, Kansas Topeka, Georgia",Atlanta,"Augusta, South Carolina Columbia, Texas Houston, Nebr"
216,"Missouri Jefferson City, Hawaii Honolulu, Arkansas Little Rock, Montana Helena, Washington Olympia, Tennessee Nashville, Iowa",Des Moines,"Des Moines, Kansas Topeka, Utah Salt"
217,"Rhode Island Providence, Kansas Topeka, Wisconsin Madison, Wyoming Cheyenne, Arkansas Little Rock, California Sacramento, Georgia",Atlanta,"Atlanta, Minnesota Saint Paul, Illinois Springfield, Illinois,"
218,"Rhode Island Providence, Hawaii Honolulu, Nevada Carson City, Michigan Lansing, Pennsylvania Harrisburg, Arizona Phoenix, Indiana",Indianapolis,"Indianapolis, Nebraska Lincoln, North Carolina Rale"
219,"New Jersey Trenton, Alabama Montgomery, Nevada Carson City, Idaho Boise, Michigan Lansing, Rhode Island Providence, Arkansas",Little Rock,"Little Rock, New Mexico Santa Fe, Oklahoma Oklahoma City,"
220,"Georgia Atlanta, Texas Austin, North Dakota Bismarck, Arkansas Little Rock, Wyoming Cheyenne, Alabama Montgomery, Delaware",Dover,"Dover, Alabama Annapolis, Maryland Washington, D."
221,"Arkansas Little Rock, New Mexico Santa Fe, Wyoming Cheyenne, Oregon Salem, Iowa Des Moines, Pennsylvania Harrisburg, New Jersey",Trenton,"Trenton, Pennsylvania Newark, New Jersey, New"
222,"Mississippi Jackson, Arkansas Little Rock, California Sacramento, Ohio Columbus, Alabama Montgomery, Tennessee Nashville, Georgia",Atlanta,"Atlanta, Illinois Springfield, New York Albany, Florida"
223,"Georgia Atlanta, Rhode Island Providence, Wyoming Cheyenne, Kentucky Frankfort, Montana Helena, Ohio Columbus, Oklahoma",Oklahoma City,"Oklahoma City, Oregon Salem, South Carolina Columbia, Texas"
224,"Mississippi Jackson, Illinois Springfield, Nevada Carson City, New Jersey Trenton, Tennessee Nashville, Florida Tallahassee, Georgia",Atlanta,"
Las Vegas, Nevada Sacramento,"
225,"Oregon Salem, Michigan Lansing, Tennessee Nashville, Louisiana Baton Rouge, Iowa Des Moines, Colorado Denver, Oklahoma",Oklahoma City,"Oklahoma City, Washington Seattle, Montana Bozeman,"
226,"Indiana Indianapolis, Washington Olympia, Mississippi Jackson, Florida Tallahassee, New Hampshire Concord, Iowa Des Moines, Utah",Salt Lake City,"Salt Lake City, Kentucky Frankfort, Nebraska Lincoln"
227,"Colorado Denver, Illinois Springfield, Tennessee Nashville, Oregon Salem, Indiana Indianapolis, Missouri Jefferson City, Massachusetts",Boston,"Boston, Ohio Columbus, Oklahoma City, Oklahoma Oklahoma City"
228,"Wyoming Cheyenne, Minnesota St. Paul, Rhode Island Providence, Mississippi Jackson, Ohio Columbus, Washington Olympia, Iowa",Des Moines,"Des Moines, Kansas Topeka, Kentucky Louisville"
229,"Wyoming Cheyenne, Pennsylvania Harrisburg, Tennessee Nashville, New Jersey Trenton, Illinois Springfield, Maine Augusta, Idaho",Boise,"Boise, South Dakota Rapid City, Ohio C"
230,"Minnesota St. Paul, Mississippi Jackson, Rhode Island Providence, New Hampshire Concord, Louisiana Baton Rouge, Utah Salt Lake City, Oklahoma",Oklahoma City,"City, Texas Austin, Missouri Kansas City, Kentucky Louisville"
231,"Vermont Montpelier, Wyoming Cheyenne, North Dakota Bismarck, Kansas Topeka, Colorado Denver, Idaho Boise, Georgia",Atlanta,"Atlanta, Utah Salt Lake City, Ohio Columbus,"
232,"Washington Olympia, Wyoming Cheyenne, Massachusetts Boston, Alaska Juneau, Georgia Atlanta, New York Albany, New Jersey",Trenton,"Newark, South Carolina Charleston, Florida West Pal"
233,"New Hampshire Concord, Kansas Topeka, Alabama Montgomery, Rhode Island Providence, Mississippi Jackson, Delaware Dover, Tennessee",Nashville,"Nashville, North Carolina Raleigh, Washington D."
234,"Tennessee Nashville, Georgia Atlanta, Minnesota St. Paul, Arizona Phoenix, New York Albany, Maryland Annapolis, Iowa",Des Moines,"Cedar Rapids, North Carolina Greensboro"
235,"Michigan Lansing, Idaho Boise, Iowa Des Moines, Colorado Denver, Louisiana Baton Rouge, Kansas Topeka, Wyoming",Cheyenne,"Cheyenne, North Dakota Fargo, South Dak"
236,"Wyoming Cheyenne, Georgia Atlanta, New Hampshire Concord, Louisiana Baton Rouge, Utah Salt Lake City, South Carolina Columbia, Colorado",Denver,"Colorado Springs, Texas El Paso, Texas Dallas,"
237,"New York Albany, Tennessee Nashville, Illinois Springfield, Idaho Boise, Nebraska Lincoln, Georgia Atlanta, Arkansas",Little Rock,"
Salt Lake City, Nevada Salt Lake City,"
238,"Delaware Dover, Vermont Montpelier, Colorado Denver, Wyoming Cheyenne, Minnesota St. Paul, Wisconsin Madison, Rhode Island",Providence,"Providence, Florida Jacksonville, North Carolina Raleigh"
239,"Wyoming Cheyenne, Indiana Indianapolis, Colorado Denver, Wisconsin Madison, West Virginia Charleston, Maine Augusta, New Jersey",Trenton,"Trenton, North Carolina Raleigh, Illinois Spring"
240,"New Hampshire Concord, Iowa Des Moines, Texas Austin, North Dakota Bismarck, Arkansas Little Rock, Rhode Island Providence, Colorado",Denver,"Denver, Utah Salt Lake City, Wisconsin
H"
241,"Connecticut Hartford, North Dakota Bismarck, Mississippi Jackson, Ohio Columbus, Tennessee Nashville, Colorado Denver, Massachusetts",Boston,"Chicago, Virginia Philadelphia, Florida, Arizona, New York,"
242,"Pennsylvania Harrisburg, Indiana Indianapolis, Georgia Atlanta, Arizona Phoenix, Oregon Salem, South Dakota Pierre, Hawaii",Honolulu,"Honolulu, Montana Helena, Nevada Car"
243,"Rhode Island Providence, Kentucky Frankfort, Maryland Annapolis, Delaware Dover, Montana Helena, New Jersey Trenton, Arkansas",Little Rock,"Little Rock, North Carolina Raleigh, Nebraska"
244,"Mississippi Jackson, Kansas Topeka, Georgia Atlanta, Illinois Springfield, Oregon Salem, New Jersey Trenton, Arizona",Phoenix,"St. Louis, Missouri Memphis, Tennessee Cinc"
245,"Hawaii Honolulu, Kansas Topeka, Oregon Salem, West Virginia Charleston, Utah Salt Lake City, Iowa Des Moines, Idaho",Boise,"Boise, Utah Salt Lake City, Utah Salt"
246,"Louisiana Baton Rouge, Tennessee Nashville, Maryland Annapolis, Oklahoma Oklahoma City, Hawaii Honolulu, Oregon Salem, New Jersey",Trenton,"Trenton, Alabama Birmingham, Oregon Salem,"
247,"Alabama Montgomery, Indiana Indianapolis, South Carolina Columbia, Wyoming Cheyenne, Oklahoma Oklahoma City, Wisconsin Madison, Mississippi",Jackson,"Jackson, Louisiana Baton Rouge, Florida Tallahas"
248,"South Carolina Columbia, Idaho Boise, New Jersey Trenton, Delaware Dover, Virginia Richmond, Connecticut Hartford, Massachusetts",Boston,"Providence, Rhode Island
2017-"
249,"Maine Augusta, Utah Salt Lake City, North Carolina Raleigh, Missouri Jefferson City, Mississippi Jackson, Delaware Dover, Massachusetts",Boston,"Boston, Washington D.C., California Los Angeles, Pennsylvania"
250,"Oregon Salem, Connecticut Hartford, Wyoming Cheyenne, Rhode Island Providence, Tennessee Nashville, South Dakota Pierre, Colorado",Denver,"Denver, Alaska Anchorage, Idaho Bo"
251,"Maine Augusta, Virginia Richmond, Utah Salt Lake City, Texas Austin, Arkansas Little Rock, Massachusetts Boston, Colorado",Denver,"Denver, California Sacramento, California San Francisco,"
252,"Colorado Denver, Virginia Richmond, Indiana Indianapolis, Pennsylvania Harrisburg, Kansas Topeka, Iowa Des Moines, Delaware",Dover,"Dover, Michigan Lansing, North Carolina Rale"
253,"Indiana Indianapolis, Minnesota St. Paul, Wyoming Cheyenne, Alabama Montgomery, Idaho Boise, West Virginia Charleston, Arkansas",Little Rock,"Little Rock, Kansas City, Missouri Jefferson City, Texas Austin"
254,"Indiana Indianapolis, Rhode Island Providence, Wisconsin Madison, Hawaii Honolulu, Washington Olympia, Connecticut Hartford, New Jersey",Trenton,"Trenton, Massachusetts Boston, Iowa Des Moines,"
255,"Alaska Juneau, Louisiana Baton Rouge, Arkansas Little Rock, Mississippi Jackson, South Dakota Pierre, Delaware Dover, Georgia",Atlanta,"Atlanta, Oklahoma City, Oklahoma Boise, Montana Hel"
256,"Idaho Boise, Indiana Indianapolis, Virginia Richmond, Vermont Montpelier, New Mexico Santa Fe, Georgia Atlanta, Utah",Salt Lake City,"Salt Lake City, Montana Helena, South Dakota"
257,"Iowa Des Moines, Florida Tallahassee, Louisiana Baton Rouge, Oregon Salem, Georgia Atlanta, Oklahoma Oklahoma City, New Jersey",Trenton,"Trenton, Minnesota St. Paul, Nevada Car"
258,"Rhode Island Providence, Nebraska Lincoln, Massachusetts Boston, Kansas Topeka, Colorado Denver, New Hampshire Concord, Arkansas",Little Rock,"Little Rock, New Mexico Santa Fe, New Mexico Albu"
259,"Oklahoma Oklahoma City, Colorado Denver, Alabama Montgomery, Minnesota St. Paul, Mississippi Jackson, Kentucky Frankfort, Massachusetts",Boston,"Boston, Minnesota St. Paul, New Mexico Santa Fe,"
260,"Washington Olympia, West Virginia Charleston, Hawaii Honolulu, Illinois Springfield, Oklahoma Oklahoma City, Idaho Boise, Mississippi",Jackson,"Jackson, Iowa Des Moines, Illinois Springfield, Missouri"
261,"Iowa Des Moines, Georgia Atlanta, Illinois Springfield, Montana Helena, Tennessee Nashville, Virginia Richmond, Massachusetts",Boston,"Boston, Oklahoma City, Ohio Columbus, Nebraska"
262,"Maryland Annapolis, Mississippi Jackson, Utah Salt Lake City, Montana Helena, Oklahoma Oklahoma City, Kansas Topeka, Tennessee",Nashville,"Memphis, Arizona Phoenix, Georgia Atlanta, Missouri St"
263,"Montana Helena, Illinois Springfield, Mississippi Jackson, Arkansas Little Rock, Nevada Carson City, Utah Salt Lake City, Indiana",Indianapolis,"Evansville, Kentucky Lexington, North Carolina Raleigh"
264,"Iowa Des Moines, New Hampshire Concord, Vermont Montpelier, Idaho Boise, Arizona Phoenix, Maryland Annapolis, Rhode Island",Providence,"Providence, South Carolina Columbia, North Carolina Raleigh"
265,"Washington Olympia, Kansas Topeka, Arizona Phoenix, Louisiana Baton Rouge, Georgia Atlanta, Oklahoma Oklahoma City, Colorado",Denver,"Fort Collins, New York Colorado Springs, Nevada Salt"
266,"Georgia Atlanta, Washington Olympia, Massachusetts Boston, Missouri Jefferson City, Hawaii Honolulu, Texas Austin, Delaware",Dover,"Wilmington, New York Albany, Minnesota St."
267,"Idaho Boise, North Carolina Raleigh, Missouri Jefferson City, Utah Salt Lake City, Georgia Atlanta, Oregon Salem, Mississippi",Jackson,"Jackson, Tennessee Memphis, Kentucky, Arizona Tuc"
268,"New York Albany, Idaho Boise, Oregon Salem, Rhode Island Providence, West Virginia Charleston, Arkansas Little Rock, Tennessee",Nashville,"Nashville, South Carolina Columbia, North Carolina Raleigh"
269,"Pennsylvania Harrisburg, Massachusetts Boston, Nebraska Lincoln, Idaho Boise, North Dakota Bismarck, Arkansas Little Rock, Oklahoma",Oklahoma City,"Oklahoma City, Utah Salt Lake City, New Mexico Al"
270,"Arkansas Little Rock, Texas Austin, Wisconsin Madison, Ohio Columbus, Idaho Boise, New Jersey Trenton, Colorado",Denver,"Boulder, New York Buffalo, Minnesota Minne"
271,"Texas Austin, Idaho Boise, Arkansas Little Rock, Colorado Denver, New Hampshire Concord, New York Albany, Utah",Salt Lake City,"Salt Lake City, New Mexico Albuquerque, Oklahoma"
272,"Virginia Richmond, Oregon Salem, Kentucky Frankfort, Idaho Boise, Indiana Indianapolis, Arizona Phoenix, New Jersey",Trenton,", and other locations.
This is a list of cities"
273,"New Hampshire Concord, Hawaii Honolulu, Arkansas Little Rock, Florida Tallahassee, Alaska Juneau, Massachusetts Boston, Colorado",Denver,"Denver, Texas Houston, Michigan Detroit, Minnesota Minne"
